हेपेटाइटिस	hepatitis
इंग्रजी	ingraji
लेखक	lekhak
जॉन	john
ग्रिशॅम	grisham
</s>	</s>
हे	he
पारितोषिक	paritoshik
म्हणजेच	mhanjech
नोबेल	nobel
पारितोषिक	paritoshik
होय	hoy
</s>	</s>
व्यक्ती	vyakti
आणि	ani
वल्ली	valli
अंतू	antu
बर्वा	barva
हरितात्या	haritatya
</s>	</s>
अनुवादित	anuvadit
मूळ	mul
इंग्रजी	ingraji
व्हेार	where
विल	will
आॅल	all
धिस	this
टेक	take
अस	us
लेखक	lekhak
-	-
अरुण	arun
शौरी	shourie
</s>	</s>
आंबेडकर	ambedkar
मराठवाडा	marathwada
विद्यापीठ	vidyapith
औरंगाबाद	aurangabad
अमरावती	amravati
विद्यापीठ	vidyapith
उस्मानिया	usmania
विद्यापीठ	vidyapith
हैदराबाद	hyderabad
पुणे	pune
विद्यापीठ	vidyapith
शिवाजी	shivaji
विद्यापीठ	vidyapith
कोल्हापूर	kolhapur
नागपूर	nagpur
विद्यापीठात	vidyapithat
एम	m
</s>	</s>
सामान्य	samanya
कार्यालयीन	karyalayin
वेळेत	velet
अत्यल्प	atyalpa
शुल्क	shulka
आकारून	aakarun
प्रवेश	pravesh
दिला	dila
जातो	jato
</s>	</s>
२	2
रा	ra
मार्ग	marga
म्हणजे	mhanje
गावाच्या	gavachya
बाहेरून	baherun
येणारा	yenara
रस्ता	rasta
</s>	</s>
मोरया	morya
गोसावी	gosavi
यांना	yanna
कऱ्हा	karha
नदीच्या	nadichya
पात्रात	patrat
तांदळा	tandala
स्वरूपातील	swarupatil
गणेश	ganesh
मूर्ती	murti
प्राप्त	prapta
झाली	zali
</s>	</s>
घोड्यात	ghodyat
लपलेले	laplele
ग्रीक	greek
सैनिक	sainik
रात्री	ratri
बाहेर	baher
पडले	padle
व	va
दहा	daha
वर्षे	varshe
चाललेल्या	chalelya
ट्रॉयचा	troycha
वेढा	vedha
संपवला	sampavla
</s>	</s>
जांजगिर	janjgir
भारताच्या	bharatachya
छत्तीसगढ	chattisgarh
राज्यातील	rajyatil
एक	ek
शहर	shahar
आहे	ahe
</s>	</s>
माक्याची	makyachi
पाने	pane
समोरासमोर	samorasamor
दोन	don
असतात	astat
आणि	ani
ती	ti
देठविरहित	dethvirahit
असतात	astat
</s>	</s>
गोतसभातून	gotsabhatun
पुणे	pune
वतनातील	vatanatil
तंट्यांचे	tantyanche
निवाडे	nivade
करताना	kartana
दादोजी	dadoji
कोडदेवांच्या	kondevanchya
उपस्थितीचे	upasthitiche
तसेच	tasech
उजाड	ujad
मुलूख	mulukh
लागवडीखाली	lagvadikhali
आणण्याचे	annyache
दाखले	dakhle
देणारे	denare
उल्लेख	ullekh
काही	kahi
ऐतिहासिक	aitihasik
कागदपत्रांतून	kagadpatrantun
तसेच	tasech
बखरीतून	bakharitun
आढळतात	adhaltat
</s>	</s>
आंध्र	andhra
प्रदेशामध्ये	pradeshmadhye
तसेच	tasech
तामिळनाडूमध्ये	tamilnadumadhye
होड्या	hodya
बनविण्यासाठी	banavinyasathi
याचा	yacha
उपयोग	upayog
करतात	kartat
</s>	</s>
ह्या	hya
प्रत्येक	pratyek
घटनेत	ghatanet
नाईकांनी	naikanni
शत्रूची	shatruchi
इथंभूत	ithambut
माहिती	mahiti
महाराजांना	maharajanna
दिली	dili
होती	hoti
</s>	</s>
महाराष्ट्र	maharashtra
तेलंगण	telangana
आंध्र	andhra
प्रदेश	pradesh
केरळ	kerala
आणि	ani
तमिळनाडूत	tamilnadut
या	ya
धर्माचे	dharmache
बरेच	barech
लोक	lok
आहेत	ahet
</s>	</s>
सागर	sagar
येथे	yethe
पलटणींच्या	palatninchya
अधिकाऱ्यांच्या	adhikaryanchya
वार्षिक	varshik
सभा	sabha
भरतात	bhartat
</s>	</s>
तेव्हापासून	tevhapasun
मुंबई	mumbai
वगळता	vagalta
राज्यातील	rajyatil
वीज	veej
निर्मिती	nirmiti
तिचे	tiche
पारेषण	paareshan
व	va
वितरण	vitaran
करण्याचे	karnyache
काम	kam
एम	m
</s>	</s>
गांधी	gandhi
पुस्तक	pustak
भांडार	bhandar
</s>	</s>
तेव्हा	tevha
ब्रिटिशांच्या	britishanchya
युद्धप्रयत्नांना	yudhaprayatnanna
सहकार्य	sahakarya
करतानाच	kartanach
होमरूल	homerule
लीगच्या	leaguechya
माध्यमातून	madhyamatun
भारतीयांना	bharatiyanna
जागृत	jagrut
करून	karun
स्वशासन	swashasan
मिळवणे	milavne
आवश्यक	avashyak
वाटले.१९१५	vatle.1915
पर्यंत	paryanta
अनेक	anek
घटकांनी	ghatakanni
चळवळीचे	chalvaliche
एका	eka
नवीन	navin
टप्प्याचे	tappyache
स्थान	sthan
निश्चित	nischit
केले	kele
</s>	</s>
या	ya
ठरावामध्ये	tharavamadhye
पाणथळ	panthal
जागांची	jaganchi
विस्तृत	vistrut
व्याख्या	vyakhya
करण्यात	karnyat
आलेली	aleli
आहे	ahe
</s>	</s>
सगळ्या	saglya
प्रकारच्या	prakarchya
धान्याची	dhanyachi
पीठे,सुक्क्या	pithe,sukya
भाज्या,उरलेलं	bhajya,urlela
अन्न	anna
हे	he
सगळ	sagla
एकत्र	ekatra
करूनही	karunahi
उत्तम	uttam
थालीपीठ	thalipith
बनवता	banavta
येते	yete
</s>	</s>
प्रभाकर	prabhakar
जोग	jog
यांचे	yanche
भाऊ	bhau
वामनराव	vamanrao
जोग	jog
हे	he
आकाशवाणीवर	aakashvanivar
व्हायोलिनवादक	violinvadak
म्हणून	mhanun
नोकरी	nokri
करत	karat
आणि	ani
घरी	ghari
व्हायोलिनचे	violinche
वर्ग	varga
घेत	ghet
</s>	</s>
या	ya
ठिकाणी	thikani
श्रीदतात्रेयांचा	shridattatreyancha
त्यांना	tyanna
प्रतिसाद	pratisad
मिळाला	milala
</s>	</s>
हे	he
यान	yaan
जमिनीवरील	jaminivaril
चाचण्यांसाठी	chachnyansathi
बांधण्यात	bandhnyat
आले	aale
होता	hota
व	va
यात	yaat
इंजिने	ingine
नव्हती	navhati
</s>	</s>
ही	hi
रेल्वे	railway
बिना	bina
–	-
कठनी	kathni
या	ya
रेल्वे	railway
मार्गावर	margavar
६३	63
स्थानकांपेक्षा	sthanakanpeksha
जास्त	jasta
स्थानकांवरून	sthanakanvarun
प्रवास	pravas
करते	karte
</s>	</s>
तो	to
राजाला	rajala
या	ya
बाबतीत	babtit
कल्पना	kalpana
देतो	deto
</s>	</s>
याचे	yache
संपादक	sampadak
म्हणून	mhanun
बाबासाहेबांनी	babasahebanni
देवराव	devrao
विष्णु	vishnu
नाइक	naik
यांची	yanchi
नियुक्ती	niyukti
केली	keli
होती	hoti
</s>	</s>
तांदळाच्या	tandalachya
रूपाकाराचे	rupakarache
सोन्याचे	sonyache
मणी	mani
बनवून	banvun
त्यांची	tyanchi
केलेली	keleli
माळ	maal
म्हणजे	mhanje
तांदळी	tandli
पोत	pot
</s>	</s>
सूचनेनुसार	suchanenusar
एखादा	ekhada
तसाच्या	tasachya
तसा	tasa
दागिना	dagina
तयार	tayaar
करायला	karayla
खूप	khup
कौशल्य	kaushalya
लागते	lagte
</s>	</s>
ब्रिटिश	british
शासकांच्या	shasakanchya
या	ya
निर्णयामुळे	nirnayamule
भारतीय	bharatiya
धन	dhan
ब्रिटिश	british
खजिन्याच्या	khajinyachya
दिशेने	dishene
निरंतर	nirantar
वळवले	valavle
गेले	gele
</s>	</s>
जगातील	jagatil
ही	hi
बहुधा	bahudha
जगातली	jagatli
पहिलीच	pahilich
कादंबरी	kadambari
असावी	asavi
</s>	</s>
त्यामुळे	tyamule
गावतील	gavatil
लोक	lok
चिंतेत	chintet
असतात	astat
</s>	</s>
बौद्ध	bauddha
साहाय्यक	sahayak
संघ	sangha
</s>	</s>
१९५२	1952
साली	saali
तो	toh
भाकपच्या	bhakakachya
केंद्रीय	kendriya
समितीचा	samiticha
सदस्य	sadasya
झाला	zala
</s>	</s>
त्यामुळे	tyamule
त्या	tya
धातुतही	dhatutahi
चुंबकत्व	chumbakatva
निर्माण	nirman
होते	hote
</s>	</s>
साधकाने	sadhakane
संपूर्ण	sampurna
समर्पण	samarpan
आणि	ani
निस्वार्थी	niswarthi
बुद्धीने	buddhine
केलेली	keleli
सेवा	seva
</s>	</s>
महात्मा	mahatma
गांधी	gandhi
यांची	yanchi
गांधीहत्या	gandhihatya
झाली	zali
तेव्हा	tevha
केतकर	ketkar
केसरी	kesari
पत्राचे	patrache
संपादक	sampadak
होते.(१९४७	hote.(1947
ते	te
५०	50
हत्येनंतर	hatyenantar
सावरकर-गोडसे	savarkar-godse
प्रभृतींवर	prabhrutinvar
खटला	khatla
भरण्यात	bharnyat
आला	aala
आणि	ani
संघावर	sanghavar
बंदी	bandi
आली	aali
</s>	</s>
इंदू	indu
जैन	jain
८	8
सप्टेंबर	september
१९३६:फैजाबाद	1936:faizabad
उत्तर	uttar
प्रदेश	pradesh
भारत	bharat
-	-
)	)
या	ya
भारतातील	bharatatil
बेनेट	bennett
कोलमन	coleman
अँड	and
कंपनी	company
या	ya
उद्योगसमूहाच्या	udyogsamuhachya
अध्यक्षा	adhyaksha
आहेत	ahet
</s>	</s>
बंगाली	bengali
भाषिकांची	bhashikanchi
एकूण	ekun
संख्या	sankhya
२३	23
कोटीच्या	kotichya
आसपास	aspas
असून	asun
जगातील	jagatil
सर्वाधिक	sarvadhik
प्रचलित	prachalit
भाषांमध्ये	bhashanmadhye
मोडते	modte
</s>	</s>
बाइकवरचं	bikevarcha
बिऱ्हाड	birhad
-	-
पुणे	pune
ते	te
लेह	leh
ते	te
श्रीनगर	srinagar
/	/
एका	eka
कलंदराचा	kalandaracha
प्रवास	pravas
अनुवादित	anuvadit
मूळ	mul
लेखक	lekhak
अजित	ajit
हरीसिंघानी	harisinghani
</s>	</s>
हे	he
ह्त्यार	hatyar
हातामधे	hatamadhye
धारण	dharan
करून	karun
मूठ	muth
बंद	banda
केल्यावर	kelyawar
बोटात	botat
